id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
950	Alwar Balasubramaniam	Art of substance and absence	http://www.ted.com/talks/view/id/950	"Alwar Balasubramaniam's sculpture plays with time, shape, shadow, perspective: four tricky sensations that can reveal -- or conceal -- what's really out there. At TEDIndia, the artist shows slides of his extraordinary installations."	http://www.ted.com/talks/view/id/950/transcript?language=en	11	2009	TEDIndia 2009	0:16:51	9/8/10	"visualizations,design,entertainment,art"
951	Carne Ross	An independent diplomat	http://www.ted.com/talks/view/id/951	"After 15 years in the British diplomatic corps, Carne Ross became a ""freelance diplomat,"" running a bold nonprofit that gives small, developing and yet-unrecognized nations a voice in international relations. At the BIF-5 conference, he calls for a new kind of diplomacy that gives voice to small countries, that works with changing boundaries and that welcomes innovation."	http://www.ted.com/talks/view/id/951/transcript?language=en	9	2009	Business Innovation Factory	0:20:38	9/9/10	"iraq,state-building,innovation,politics,global issues"
952	Ben Cameron	Why the live arts matter	http://www.ted.com/talks/view/id/952	"How can the magic of live theater, live music, live dance compete with the always-on Internet? Ben Cameron offers a bold look forward to a world where live arts matter more than ever -- to link humans together at a primal level of shared experience."	http://www.ted.com/talks/view/id/952/transcript?language=en	2	2010	TEDxYYC	0:12:44	9/10/10	"performance art,theater,education,TEDx,music,entertainment,performance"
953	Seth Godin	This is broken	http://www.ted.com/talks/view/id/953	"Why are so many things broken? In a hilarious talk from the 2006 Gel conference, Seth Godin gives a tour of things poorly designed, the 7 reasons why they are that way, and how to fix them."	http://www.ted.com/talks/view/id/953/transcript?language=en	9	2006	Gel Conference	0:20:14	9/10/10	"TED Brain Trust,advertising,marketing,design,business"
954	Rob Dunbar	Discovering ancient climates in oceans and ice	http://www.ted.com/talks/view/id/954	"Rob Dunbar hunts for data on our climate from 12,000 years ago, finding clues inside ancient seabeds and corals and inside ice sheets. His work is vital in setting baselines for fixing our current climate -- and in tracking the rise of deadly ocean acidification."	http://www.ted.com/talks/view/id/954/transcript?language=en	4	2010	Mission Blue Voyage	0:18:14	9/13/10	"mission blue,oceans,science,technology"
955	Chris Anderson	How web video powers global innovation	http://www.ted.com/talks/view/id/955	"TED's Chris Anderson says the rise of web video is driving a worldwide phenomenon he calls Crowd Accelerated Innovation -- a self-fueling cycle of learning that could be as significant as the invention of print. But to tap into its power, organizations will need to embrace radical openness. And for TED, it means the dawn of a whole new chapter ..."	http://www.ted.com/talks/view/id/955/transcript?language=en	7	2010	TEDGlobal 2010	0:18:53	9/14/10	"online video,web,education,innovation,science,global issues,technology,business"
957	Jessa Gamble	Our natural sleep cycle is nothing like what we do now	http://www.ted.com/talks/view/id/957	"In today's world, balancing school, work, kids and more, most of us can only hope for the recommended eight hours of sleep. Examining the science behind our body's internal clock, Jessa Gamble reveals the surprising and substantial program of rest we should be observing."	http://www.ted.com/talks/view/id/957/transcript?language=en	7	2010	TEDGlobal 2010	0:04:01	9/15/10	"self,evolution,personal growth,humanity,science"
958	Nicholas Christakis	How social networks predict epidemics	http://www.ted.com/talks/view/id/958	"After mapping humans' intricate social networks, Nicholas Christakis and colleague James Fowler began investigating how this information could better our lives. Now, he reveals his hot-off-the-press findings: These networks can be used to detect epidemics earlier than ever, from the spread of innovative ideas to risky behaviors to viruses (like H1N1)."	http://www.ted.com/talks/view/id/958/transcript?language=en	6	2010	TED@Cannes	0:17:54	9/16/10	"meme,health,medicine,humanity,science,society"
959	Caroline Phillips	Hurdy-gurdy for beginners	http://www.ted.com/talks/view/id/959	"Caroline Phillips cranks out tunes on a seldom-heard folk instrument: the hurdy-gurdy, a.k.a. the wheel fiddle. A searching, Basque melody follows her fun lesson on its unique anatomy and 1,000-year history."	http://www.ted.com/talks/view/id/959/transcript?language=en	7	2010	TEDGlobal 2010	0:05:41	9/17/10	"culture,music,singer,history,performance,technology"
960	Christien Meindertsma	How pig parts make the world turn	http://www.ted.com/talks/view/id/960	"Christien Meindertsma, author of ""Pig 05049"" looks at the astonishing afterlife of the ordinary pig, parts of which make their way into at least 185 non-pork products, from bullets to artificial hearts."	http://www.ted.com/talks/view/id/960/transcript?language=en	7	2010	TEDGlobal 2010	0:08:54	9/20/10	"consumerism,books,medicine,product design,food,engineering,design,business"
961	Steven Johnson	Where good ideas come from	http://www.ted.com/talks/view/id/961	"People often credit their ideas to individual ""Eureka!"" moments. But Steven Johnson shows how history tells a different story. His fascinating tour takes us from the ""liquid networks"" of London's coffee houses to Charles Darwin's long, slow hunch to today's high-velocity web."	http://www.ted.com/talks/view/id/961/transcript?language=en	7	2010	TEDGlobal 2010	0:17:45	9/21/10	"novel,innovation,science,technology,collaboration"
962	Mitchell Besser	Mothers helping mothers fight HIV	http://www.ted.com/talks/view/id/962	"In sub-Saharan Africa, HIV infections are more prevalent and doctors scarcer than anywhere else in the world. With a lack of medical professionals, Mitchell Besser enlisted the help of his patients to create mothers2mothers -- an extraordinary network of HIV-positive women whose support for each other is changing and saving lives."	http://www.ted.com/talks/view/id/962/transcript?language=en	7	2010	TEDGlobal 2010	0:18:30	9/22/10	"AIDS,Africa,health,health care,women,community"
963	Annie Lennox	Why I am an HIV/AIDS activist	http://www.ted.com/talks/view/id/963	"For the last eight years, pop singer Annie Lennox has devoted the majority of her time to her SING campaign, raising awareness and money to combat HIV/AIDS. She shares the experiences that have inspired her, from working with Nelson Mandela to meeting a little African girl in a desperate situation."	http://www.ted.com/talks/view/id/963/transcript?language=en	7	2010	TEDGlobal 2010	0:09:16	9/22/10	"AIDS,Africa,health,activism,personal growth"
964	Fabian Hemmert	The shape-shifting future of the mobile phone	http://www.ted.com/talks/view/id/964	"In this short, amazing demo, Fabien Hemmert imagines one future of the mobile phone -- a shape-shifting and weight-shifting handset that ""displays"" information nonvisually. It's a delightfully intuitive way to communicate."	http://www.ted.com/talks/view/id/964/transcript?language=en	2	2010	TEDxBerlin	0:04:15	9/23/10	"telecom,interface design,TEDx,culture,design,communication"
965	Julian Treasure	Shh! Sound health in 8 steps	http://www.ted.com/talks/view/id/965	Julian Treasure says our increasingly noisy world is gnawing away at our mental health -- even costing lives. He lays out an 8-step plan to soften this sonic assault (starting with those cheap earbuds) and restore our relationship with sound.	http://www.ted.com/talks/view/id/965/transcript?language=en	7	2010	TEDGlobal 2010	0:07:14	9/23/10	"sound,Senses,psychology,music,science,nature,design"
966	Gary Wolf	The quantified self	http://www.ted.com/talks/view/id/966	"At TED@Cannes, Gary Wolf gives a 5-min intro to an intriguing new pastime: using mobile apps and always-on gadgets to track and analyze your body, mood, diet, spending -- just about everything in daily life you can measure -- in gloriously geeky detail."	http://www.ted.com/talks/view/id/966/transcript?language=en	6	2010	TED@Cannes	0:05:10	9/27/10	"statistics,health,medicine,psychology,decision-making,design,technology"
967	Sebastian Seung	I am my connectome	http://www.ted.com/talks/view/id/967	"Sebastian Seung is mapping a massively ambitious new model of the brain that focuses on the connections between each neuron. He calls it our ""connectome,"" and it's as individual as our genome -- and understanding it could open a new way to understand our brains and our minds."	http://www.ted.com/talks/view/id/967/transcript?language=en	7	2010	TEDGlobal 2010	0:19:25	9/28/10	"mind,brain,science,technology"
968	Inge Missmahl	Bringing peace to the minds of Afghanistan	http://www.ted.com/talks/view/id/968	"When Jungian analyst Inge Missmahl visited Afghanistan, she saw the inner wounds of war -- widespread despair, trauma and depression. And yet, in this county of 30 million people, there were only two dozen psychiatrists. Missmahl talks about her work helping to build the country's system of psychosocial counseling, promoting both individual and, perhaps, national healing."	http://www.ted.com/talks/view/id/968/transcript?language=en	7	2010	TEDGlobal 2010	0:10:41	9/29/10	"depression,mental health,poverty,psychology,brain,war,violence,politics,global issues,peace"
970	Mechai Viravaidya	How Mr. Condom made Thailand a better place for life and love	http://www.ted.com/talks/view/id/970	"Thailand's ""Mr. Condom,"" Mechai Viravaidya, retells the country's bold plan to raise its standard of living, starting in the 1970s. First step: population control. And that means a lot of frank, funny -- and very effective -- talk about condoms."	http://www.ted.com/talks/view/id/970/transcript?language=en	9	2010	TEDxChange	0:13:50	9/30/10	"population,health,TEDx,culture,science,global issues"
971	Eben Bayer	Are mushrooms the new plastic?	http://www.ted.com/talks/view/id/971	"Product designer Eben Bayer reveals his recipe for a new, fungus-based packaging material that protects fragile stuff like furniture, plasma screens -- and the environment."	http://www.ted.com/talks/view/id/971/transcript?language=en	7	2010	TEDGlobal 2010	0:09:05	10/4/10	"plastic,product design,environment,nature,green,technology"
972	Tim Jackson	An economic reality check	http://www.ted.com/talks/view/id/972	"As the world faces recession, climate change, inequity and more, Tim Jackson delivers a piercing challenge to established economic principles, explaining how we might stop feeding the crises and start investing in our future."	http://www.ted.com/talks/view/id/972/transcript?language=en	7	2010	TEDGlobal 2010	0:20:23	10/5/10	"poverty,economics,global development,sustainability,green"
